provstate,iyear,imonth,UER
New Jersey,1976,8,10.5
New Jersey,1976,9,10.5
New Jersey,1976,10,10.6
New Jersey,1976,11,10.7
New Jersey,1976,12,10.7
New Jersey,1977,1,10.7
New Jersey,1977,2,10.5
New Jersey,1977,3,10.3
New Jersey,1977,4,10
New Jersey,1977,5,9.7
New Jersey,1977,6,9.4
New Jersey,1977,7,9.1
New Jersey,1977,8,9
New Jersey,1977,9,8.8
New Jersey,1977,10,8.6
New Jersey,1977,11,8.3
New Jersey,1977,12,8
New Jersey,1978,1,7.8
New Jersey,1978,2,7.6
New Jersey,1978,3,7.4
New Jersey,1978,4,7.4
New Jersey,1978,5,7.3
New Jersey,1978,6,7.3
New Jersey,1978,7,7.2
New Jersey,1978,8,7.1
New Jersey,1978,9,7.1
New Jersey,1978,10,7
New Jersey,1978,11,7
New Jersey,1978,12,7
New Jersey,1979,1,7.1
New Jersey,1979,2,7
New Jersey,1979,3,7
New Jersey,1979,4,6.9
New Jersey,1979,5,6.9
New Jersey,1979,6,6.9
New Jersey,1979,7,7
New Jersey,1979,8,7
New Jersey,1979,9,7
New Jersey,1979,10,6.9
New Jersey,1979,11,6.8
New Jersey,1979,12,6.6
New Jersey,1980,1,6.5
New Jersey,1980,2,6.5
New Jersey,1980,3,6.6
New Jersey,1980,4,6.9
New Jersey,1980,5,7.2
New Jersey,1980,6,7.4
New Jersey,1980,7,7.6
New Jersey,1980,8,7.6
New Jersey,1980,9,7.6
New Jersey,1980,10,7.6
New Jersey,1980,11,7.6
New Jersey,1980,12,7.5
New Jersey,1981,1,7.5
New Jersey,1981,2,7.5
New Jersey,1981,3,7.5
New Jersey,1981,4,7.5
New Jersey,1981,5,7.4
New Jersey,1981,6,7.3
New Jersey,1981,7,7.2
New Jersey,1981,8,7.1
New Jersey,1981,9,7.2
New Jersey,1981,10,7.4
New Jersey,1981,11,7.7
New Jersey,1981,12,8
New Jersey,1982,1,8.3
New Jersey,1982,2,8.6
New Jersey,1982,3,8.7
New Jersey,1982,4,8.7
New Jersey,1982,5,8.6
New Jersey,1982,6,8.6
New Jersey,1982,7,8.6
New Jersey,1982,8,8.6
New Jersey,1982,9,8.8
New Jersey,1982,10,8.9
New Jersey,1982,11,9.1
New Jersey,1982,12,9.1
New Jersey,1983,1,9
New Jersey,1983,2,8.9
New Jersey,1983,3,8.7
New Jersey,1983,4,8.5
New Jersey,1983,5,8.4
New Jersey,1983,6,8.2
New Jersey,1983,7,8
New Jersey,1983,8,7.8
New Jersey,1983,9,7.6
New Jersey,1983,10,7.3
New Jersey,1983,11,7.1
New Jersey,1983,12,6.9
New Jersey,1984,1,6.7
New Jersey,1984,2,6.5
New Jersey,1984,3,6.4
New Jersey,1984,4,6.3
New Jersey,1984,5,6.2
New Jersey,1984,6,6.2
New Jersey,1984,7,6.2
New Jersey,1984,8,6.1
New Jersey,1984,9,6
New Jersey,1984,10,5.9
New Jersey,1984,11,5.8
New Jersey,1984,12,5.7
New Jersey,1985,1,5.7
New Jersey,1985,2,5.7
New Jersey,1985,3,5.7
New Jersey,1985,4,5.7
New Jersey,1985,5,5.7
New Jersey,1985,6,5.6
New Jersey,1985,7,5.6
New Jersey,1985,8,5.5
New Jersey,1985,9,5.5
New Jersey,1985,10,5.5
New Jersey,1985,11,5.5
New Jersey,1985,12,5.5
New Jersey,1986,1,5.5
New Jersey,1986,2,5.4
New Jersey,1986,3,5.4
New Jersey,1986,4,5.3
New Jersey,1986,5,5.2
New Jersey,1986,6,5.2
New Jersey,1986,7,5.1
New Jersey,1986,8,4.9
New Jersey,1986,9,4.8
New Jersey,1986,10,4.6
New Jersey,1986,11,4.5
New Jersey,1986,12,4.3
New Jersey,1987,1,4.3
New Jersey,1987,2,4.2
New Jersey,1987,3,4.2
New Jersey,1987,4,4.2
New Jersey,1987,5,4.2
New Jersey,1987,6,4.2
New Jersey,1987,7,4.1
New Jersey,1987,8,4.1
New Jersey,1987,9,4
New Jersey,1987,10,4
New Jersey,1987,11,3.9
New Jersey,1987,12,3.9
New Jersey,1988,1,3.8
New Jersey,1988,2,3.8
New Jersey,1988,3,3.8
New Jersey,1988,4,3.8
New Jersey,1988,5,3.8
New Jersey,1988,6,3.8
New Jersey,1988,7,3.8
New Jersey,1988,8,3.8
New Jersey,1988,9,3.8
New Jersey,1988,10,3.9
New Jersey,1988,11,3.8
New Jersey,1988,12,3.8
New Jersey,1989,1,3.8
New Jersey,1989,2,3.7
New Jersey,1989,3,3.7
New Jersey,1989,4,3.7
New Jersey,1989,5,3.8
New Jersey,1989,6,4
New Jersey,1989,7,4.1
New Jersey,1989,8,4.3
New Jersey,1989,9,4.4
New Jersey,1989,10,4.5
New Jersey,1989,11,4.5
New Jersey,1989,12,4.5
New Jersey,1990,1,4.5
New Jersey,1990,2,4.6
New Jersey,1990,3,4.6
New Jersey,1990,4,4.6
New Jersey,1990,5,4.7
New Jersey,1990,6,4.8
New Jersey,1990,7,4.9
New Jersey,1990,8,5.1
New Jersey,1990,9,5.3
New Jersey,1990,10,5.6
New Jersey,1990,11,5.8
New Jersey,1990,12,6.1
New Jersey,1991,1,6.3
New Jersey,1991,2,6.4
New Jersey,1991,3,6.5
New Jersey,1991,4,6.6
New Jersey,1991,5,6.6
New Jersey,1991,6,6.6
New Jersey,1991,7,6.6
New Jersey,1991,8,6.6
New Jersey,1991,9,6.8
New Jersey,1991,10,7
New Jersey,1991,11,7.2
New Jersey,1991,12,7.4
New Jersey,1992,1,7.6
New Jersey,1992,2,7.8
New Jersey,1992,3,8
New Jersey,1992,4,8.2
New Jersey,1992,5,8.5
New Jersey,1992,6,8.7
New Jersey,1992,7,8.8
New Jersey,1992,8,8.8
New Jersey,1992,9,8.7
New Jersey,1992,10,8.6
New Jersey,1992,11,8.5
New Jersey,1992,12,8.4
New Jersey,1993,1,8.3
New Jersey,1993,2,8.1
New Jersey,1993,3,8
New Jersey,1993,4,7.9
New Jersey,1993,5,7.7
New Jersey,1993,6,7.6
New Jersey,1993,7,7.5
New Jersey,1993,8,7.4
New Jersey,1993,9,7.3
New Jersey,1993,10,7.2
New Jersey,1993,11,7.1
New Jersey,1993,12,7.1
New Jersey,1994,1,7.1
New Jersey,1994,2,7.1
New Jersey,1994,3,7.1
New Jersey,1994,4,7
New Jersey,1994,5,6.9
New Jersey,1994,6,6.8
New Jersey,1994,7,6.8
New Jersey,1994,8,6.7
New Jersey,1994,9,6.7
New Jersey,1994,10,6.6
New Jersey,1994,11,6.5
New Jersey,1994,12,6.4
New Jersey,1995,1,6.3
New Jersey,1995,2,6.3
New Jersey,1995,3,6.3
New Jersey,1995,4,6.4
New Jersey,1995,5,6.5
New Jersey,1995,6,6.5
New Jersey,1995,7,6.5
New Jersey,1995,8,6.5
New Jersey,1995,9,6.4
New Jersey,1995,10,6.4
New Jersey,1995,11,6.4
New Jersey,1995,12,6.4
New Jersey,1996,1,6.4
New Jersey,1996,2,6.4
New Jersey,1996,3,6.4
New Jersey,1996,4,6.3
New Jersey,1996,5,6.2
New Jersey,1996,6,6.1
New Jersey,1996,7,6
New Jersey,1996,8,6
New Jersey,1996,9,6
New Jersey,1996,10,6
New Jersey,1996,11,6
New Jersey,1996,12,5.9
New Jersey,1997,1,5.8
New Jersey,1997,2,5.7
New Jersey,1997,3,5.5
New Jersey,1997,4,5.4
New Jersey,1997,5,5.3
New Jersey,1997,6,5.2
New Jersey,1997,7,5.2
New Jersey,1997,8,5.1
New Jersey,1997,9,5.1
New Jersey,1997,10,5
New Jersey,1997,11,5
New Jersey,1997,12,5
New Jersey,1998,1,5
New Jersey,1998,2,4.9
New Jersey,1998,3,4.9
New Jersey,1998,4,4.8
New Jersey,1998,5,4.7
New Jersey,1998,6,4.5
New Jersey,1998,7,4.4
New Jersey,1998,8,4.4
New Jersey,1998,9,4.3
New Jersey,1998,10,4.3
New Jersey,1998,11,4.3
New Jersey,1998,12,4.3
New Jersey,1999,1,4.4
New Jersey,1999,2,4.5
New Jersey,1999,3,4.6
New Jersey,1999,4,4.7
New Jersey,1999,5,4.8
New Jersey,1999,6,4.8
New Jersey,1999,7,4.8
New Jersey,1999,8,4.7
New Jersey,1999,9,4.5
New Jersey,1999,10,4.3
New Jersey,1999,11,4.1
New Jersey,1999,12,3.9
New Jersey,2000,1,3.8
New Jersey,2000,2,3.7
New Jersey,2000,3,3.6
New Jersey,2000,4,3.6
New Jersey,2000,5,3.5
New Jersey,2000,6,3.6
New Jersey,2000,7,3.6
New Jersey,2000,8,3.7
New Jersey,2000,9,3.8
New Jersey,2000,10,3.8
New Jersey,2000,11,3.8
New Jersey,2000,12,3.7
New Jersey,2001,1,3.7
New Jersey,2001,2,3.7
New Jersey,2001,3,3.7
New Jersey,2001,4,3.8
New Jersey,2001,5,3.9
New Jersey,2001,6,4
New Jersey,2001,7,4.2
New Jersey,2001,8,4.4
New Jersey,2001,9,4.6
New Jersey,2001,10,4.9
New Jersey,2001,11,5.1
New Jersey,2001,12,5.3
New Jersey,2002,1,5.5
New Jersey,2002,2,5.7
New Jersey,2002,3,5.8
New Jersey,2002,4,5.8
New Jersey,2002,5,5.8
New Jersey,2002,6,5.8
New Jersey,2002,7,5.8
New Jersey,2002,8,5.8
New Jersey,2002,9,5.8
New Jersey,2002,10,5.8
New Jersey,2002,11,5.9
New Jersey,2002,12,5.9
New Jersey,2003,1,5.9
New Jersey,2003,2,5.9
New Jersey,2003,3,5.9
New Jersey,2003,4,5.9
New Jersey,2003,5,6
New Jersey,2003,6,6
New Jersey,2003,7,6
New Jersey,2003,8,5.9
New Jersey,2003,9,5.8
New Jersey,2003,10,5.7
New Jersey,2003,11,5.6
New Jersey,2003,12,5.4
New Jersey,2004,1,5.3
New Jersey,2004,2,5.2
New Jersey,2004,3,5.2
New Jersey,2004,4,5.1
New Jersey,2004,5,5
New Jersey,2004,6,4.9
New Jersey,2004,7,4.8
New Jersey,2004,8,4.7
New Jersey,2004,9,4.6
New Jersey,2004,10,4.5
New Jersey,2004,11,4.4
New Jersey,2004,12,4.4
New Jersey,2005,1,4.4
New Jersey,2005,2,4.3
New Jersey,2005,3,4.3
New Jersey,2005,4,4.3
New Jersey,2005,5,4.2
New Jersey,2005,6,4.2
New Jersey,2005,7,4.3
New Jersey,2005,8,4.4
New Jersey,2005,9,4.6
New Jersey,2005,10,4.7
New Jersey,2005,11,4.8
New Jersey,2005,12,4.9
New Jersey,2006,1,4.9
New Jersey,2006,2,4.9
New Jersey,2006,3,4.9
New Jersey,2006,4,4.9
New Jersey,2006,5,4.9
New Jersey,2006,6,4.9
New Jersey,2006,7,4.8
New Jersey,2006,8,4.7
New Jersey,2006,9,4.6
New Jersey,2006,10,4.5
New Jersey,2006,11,4.4
New Jersey,2006,12,4.3
New Jersey,2007,1,4.2
New Jersey,2007,2,4.2
New Jersey,2007,3,4.2
New Jersey,2007,4,4.2
New Jersey,2007,5,4.2
New Jersey,2007,6,4.3
New Jersey,2007,7,4.3
New Jersey,2007,8,4.3
New Jersey,2007,9,4.4
New Jersey,2007,10,4.4
New Jersey,2007,11,4.5
New Jersey,2007,12,4.6
New Jersey,2008,1,4.6
New Jersey,2008,2,4.7
New Jersey,2008,3,4.7
New Jersey,2008,4,4.8
New Jersey,2008,5,5
New Jersey,2008,6,5.1
New Jersey,2008,7,5.3
New Jersey,2008,8,5.5
New Jersey,2008,9,5.8
New Jersey,2008,10,6.1
New Jersey,2008,11,6.5
New Jersey,2008,12,7
New Jersey,2009,1,7.5
New Jersey,2009,2,8
New Jersey,2009,3,8.5
New Jersey,2009,4,8.8
New Jersey,2009,5,9.1
New Jersey,2009,6,9.3
New Jersey,2009,7,9.5
New Jersey,2009,8,9.6
New Jersey,2009,9,9.7
New Jersey,2009,10,9.8
New Jersey,2009,11,9.8
New Jersey,2009,12,9.8
New Jersey,2010,1,9.8
New Jersey,2010,2,9.7
New Jersey,2010,3,9.6
New Jersey,2010,4,9.5
New Jersey,2010,5,9.5
New Jersey,2010,6,9.4
New Jersey,2010,7,9.4
New Jersey,2010,8,9.4
New Jersey,2010,9,9.4
New Jersey,2010,10,9.4
New Jersey,2010,11,9.5
New Jersey,2010,12,9.4
New Jersey,2011,1,9.4
New Jersey,2011,2,9.4
New Jersey,2011,3,9.4
New Jersey,2011,4,9.4
New Jersey,2011,5,9.4
New Jersey,2011,6,9.4
New Jersey,2011,7,9.4
New Jersey,2011,8,9.3
New Jersey,2011,9,9.3
New Jersey,2011,10,9.3
New Jersey,2011,11,9.2
New Jersey,2011,12,9.2
New Jersey,2012,1,9.2
New Jersey,2012,2,9.2
New Jersey,2012,3,9.3
New Jersey,2012,4,9.4
New Jersey,2012,5,9.4
New Jersey,2012,6,9.4
New Jersey,2012,7,9.4
New Jersey,2012,8,9.4
New Jersey,2012,9,9.3
New Jersey,2012,10,9.3
New Jersey,2012,11,9.2
New Jersey,2012,12,9.1
New Jersey,2013,1,9
New Jersey,2013,2,8.8
New Jersey,2013,3,8.6
New Jersey,2013,4,8.5
New Jersey,2013,5,8.4
New Jersey,2013,6,8.3
New Jersey,2013,7,8.1
New Jersey,2013,8,8
New Jersey,2013,9,7.8
New Jersey,2013,10,7.6
New Jersey,2013,11,7.4
New Jersey,2013,12,7.3
New Jersey,2014,1,7.1
New Jersey,2014,2,7
New Jersey,2014,3,6.9
New Jersey,2014,4,6.8
New Jersey,2014,5,6.7
New Jersey,2014,6,6.6
New Jersey,2014,7,6.6
New Jersey,2014,8,6.6
New Jersey,2014,9,6.6
New Jersey,2014,10,6.6
New Jersey,2014,11,6.6
New Jersey,2014,12,6.6
New Jersey,2015,1,6.5
New Jersey,2015,2,6.4
New Jersey,2015,3,6.3
New Jersey,2015,4,6.2
New Jersey,2015,5,6
New Jersey,2015,6,5.9
New Jersey,2015,7,5.7
New Jersey,2015,8,5.5
New Jersey,2015,9,5.4
New Jersey,2015,10,5.2
New Jersey,2015,11,5.1
New Jersey,2015,12,5
New Jersey,2016,1,5
New Jersey,2016,2,5
New Jersey,2016,3,5.1
New Jersey,2016,4,5.1
New Jersey,2016,5,5.1
New Jersey,2016,6,5.1
New Jersey,2016,7,5.1
New Jersey,2016,8,5
New Jersey,2016,9,4.9
New Jersey,2016,10,4.8
New Jersey,2016,11,4.8
New Jersey,2016,12,4.7
New Jersey,2017,1,4.6
New Jersey,2017,2,4.5
New Jersey,2017,3,4.2
New Jersey,2017,4,4.1
New Jersey,2017,5,4.1
New Jersey,2017,6,4.1
New Jersey,2017,7,4.2
New Jersey,2017,8,4.5
New Jersey,2017,9,4.7
New Jersey,2017,10,4.9
Georgia,1976,1,8.6
Georgia,1976,2,8.5
Georgia,1976,3,8.4
Georgia,1976,4,8.2
Georgia,1976,5,8.1
Georgia,1976,6,8
Georgia,1976,7,7.9
Georgia,1976,8,7.9
Georgia,1976,9,8
Georgia,1976,10,8.1
Georgia,1976,11,8.2
Georgia,1976,12,8.2
Georgia,1977,1,8.1
Georgia,1977,2,7.9
Georgia,1977,3,7.6
Georgia,1977,4,7.3
Georgia,1977,5,7
Georgia,1977,6,6.8
Georgia,1977,7,6.6
Georgia,1977,8,6.6
Georgia,1977,9,6.5
Georgia,1977,10,6.3
Georgia,1977,11,6.2
Georgia,1977,12,6
Georgia,1978,1,5.8
Georgia,1978,2,5.6
Georgia,1978,3,5.6
Georgia,1978,4,5.6
Georgia,1978,5,5.7
Georgia,1978,6,5.8
Georgia,1978,7,5.8
Georgia,1978,8,5.8
Georgia,1978,9,5.8
Georgia,1978,10,5.8
Georgia,1978,11,5.8
Georgia,1978,12,5.7
Georgia,1979,1,5.7
Georgia,1979,2,5.5
Georgia,1979,3,5.4
Georgia,1979,4,5.2
Georgia,1979,5,5
Georgia,1979,6,4.9
Georgia,1979,7,4.9
Georgia,1979,8,4.9
Georgia,1979,9,4.9
Georgia,1979,10,5
Georgia,1979,11,5
Georgia,1979,12,5.1
Georgia,1980,1,5.3
Georgia,1980,2,5.6
Georgia,1980,3,6
Georgia,1980,4,6.4
Georgia,1980,5,6.8
Georgia,1980,6,7.1
Georgia,1980,7,7.1
Georgia,1980,8,7
Georgia,1980,9,6.6
Georgia,1980,10,6.3
Georgia,1980,11,6.1
Georgia,1980,12,6
Georgia,1981,1,6
Georgia,1981,2,6.1
Georgia,1981,3,6.2
Georgia,1981,4,6.2
Georgia,1981,5,6.1
Georgia,1981,6,6
Georgia,1981,7,6
Georgia,1981,8,6.2
Georgia,1981,9,6.4
Georgia,1981,10,6.7
Georgia,1981,11,7
Georgia,1981,12,7.3
Georgia,1982,1,7.5
Georgia,1982,2,7.6
Georgia,1982,3,7.6
Georgia,1982,4,7.5
Georgia,1982,5,7.5
Georgia,1982,6,7.5
Georgia,1982,7,7.5
Georgia,1982,8,7.7
Georgia,1982,9,8
Georgia,1982,10,8.3
Georgia,1982,11,8.5
Georgia,1982,12,8.7
Georgia,1983,1,8.7
Georgia,1983,2,8.5
Georgia,1983,3,8.3
Georgia,1983,4,8.1
Georgia,1983,5,8
Georgia,1983,6,7.9
Georgia,1983,7,7.8
Georgia,1983,8,7.6
Georgia,1983,9,7.5
Georgia,1983,10,7.2
Georgia,1983,11,7
Georgia,1983,12,6.7
Georgia,1984,1,6.5
Georgia,1984,2,6.2
Georgia,1984,3,6.1
Georgia,1984,4,6
Georgia,1984,5,6
Georgia,1984,6,6
Georgia,1984,7,6
Georgia,1984,8,6
Georgia,1984,9,6.1
Georgia,1984,10,6.1
Georgia,1984,11,6.1
Georgia,1984,12,6.2
Georgia,1985,1,6.3
Georgia,1985,2,6.4
Georgia,1985,3,6.6
Georgia,1985,4,6.7
Georgia,1985,5,6.8
Georgia,1985,6,6.8
Georgia,1985,7,6.7
Georgia,1985,8,6.5
Georgia,1985,9,6.3
Georgia,1985,10,6.1
Georgia,1985,11,5.9
Georgia,1985,12,5.8
Georgia,1986,1,5.8
Georgia,1986,2,5.8
Georgia,1986,3,5.9
Georgia,1986,4,6
Georgia,1986,5,6.1
Georgia,1986,6,6.1
Georgia,1986,7,6.1
Georgia,1986,8,6
Georgia,1986,9,6
Georgia,1986,10,6
Georgia,1986,11,6
Georgia,1986,12,5.9
Georgia,1987,1,5.9
Georgia,1987,2,5.8
Georgia,1987,3,5.6
Georgia,1987,4,5.5
Georgia,1987,5,5.4
Georgia,1987,6,5.4
Georgia,1987,7,5.5
Georgia,1987,8,5.6
Georgia,1987,9,5.7
Georgia,1987,10,5.8
Georgia,1987,11,5.8
Georgia,1987,12,5.9
Georgia,1988,1,5.9
Georgia,1988,2,5.9
Georgia,1988,3,5.9
Georgia,1988,4,5.8
Georgia,1988,5,5.8
Georgia,1988,6,5.7
Georgia,1988,7,5.7
Georgia,1988,8,5.6
Georgia,1988,9,5.6
Georgia,1988,10,5.5
Georgia,1988,11,5.5
Georgia,1988,12,5.4
Georgia,1989,1,5.4
Georgia,1989,2,5.4
Georgia,1989,3,5.5
Georgia,1989,4,5.5
Georgia,1989,5,5.6
Georgia,1989,6,5.6
Georgia,1989,7,5.6
Georgia,1989,8,5.6
Georgia,1989,9,5.6
Georgia,1989,10,5.5
Georgia,1989,11,5.4
Georgia,1989,12,5.3
Georgia,1990,1,5.2
Georgia,1990,2,5.1
Georgia,1990,3,5.1
Georgia,1990,4,5.1
Georgia,1990,5,5.2
Georgia,1990,6,5.3
Georgia,1990,7,5.5
Georgia,1990,8,5.6
Georgia,1990,9,5.8
Georgia,1990,10,5.9
Georgia,1990,11,5.9
Georgia,1990,12,5.9
Georgia,1991,1,5.9
Georgia,1991,2,5.8
Georgia,1991,3,5.8
Georgia,1991,4,5.6
Georgia,1991,5,5.4
Georgia,1991,6,5.2
Georgia,1991,7,5
Georgia,1991,8,4.9
Georgia,1991,9,4.8
Georgia,1991,10,4.8
Georgia,1991,11,4.8
Georgia,1991,12,4.9
Georgia,1992,1,5
Georgia,1992,2,6.8
Georgia,1992,3,7.3
Georgia,1992,4,7.4
Georgia,1992,5,7.3
Georgia,1992,6,7.3
Georgia,1992,7,7.2
Georgia,1992,8,7.1
Georgia,1992,9,7
Georgia,1992,10,6.9
Georgia,1992,11,6.8
Georgia,1992,12,6.7
Georgia,1993,1,6.5
Georgia,1993,2,6.4
Georgia,1993,3,6.3
Georgia,1993,4,6.1
Georgia,1993,5,6
Georgia,1993,6,6
Georgia,1993,7,5.9
Georgia,1993,8,5.9
Georgia,1993,9,5.8
Georgia,1993,10,5.8
Georgia,1993,11,5.8
Georgia,1993,12,5.8
Georgia,1994,1,5.8
Georgia,1994,2,5.8
Georgia,1994,3,5.7
Georgia,1994,4,5.6
Georgia,1994,5,5.4
Georgia,1994,6,5.2
Georgia,1994,7,5.1
Georgia,1994,8,5
Georgia,1994,9,4.9
Georgia,1994,10,4.8
Georgia,1994,11,4.6
Georgia,1994,12,4.5
Georgia,1995,1,4.4
Georgia,1995,2,4.5
Georgia,1995,3,4.6
Georgia,1995,4,4.8
Georgia,1995,5,4.9
Georgia,1995,6,5.1
Georgia,1995,7,5.1
Georgia,1995,8,5.1
Georgia,1995,9,5
Georgia,1995,10,5
Georgia,1995,11,4.8
Georgia,1995,12,4.7
Georgia,1996,1,4.6
Georgia,1996,2,4.6
Georgia,1996,3,4.6
Georgia,1996,4,4.6
Georgia,1996,5,4.6
Georgia,1996,6,4.6
Georgia,1996,7,4.6
Georgia,1996,8,4.6
Georgia,1996,9,4.7
Georgia,1996,10,4.8
Georgia,1996,11,4.9
Georgia,1996,12,5
Georgia,1997,1,5
Georgia,1997,2,4.9
Georgia,1997,3,4.8
Georgia,1997,4,4.7
Georgia,1997,5,4.6
Georgia,1997,6,4.5
Georgia,1997,7,4.4
Georgia,1997,8,4.4
Georgia,1997,9,4.3
Georgia,1997,10,4.3
Georgia,1997,11,4.3
Georgia,1997,12,4.3
Georgia,1998,1,4.3
Georgia,1998,2,4.3
Georgia,1998,3,4.3
Georgia,1998,4,4.3
Georgia,1998,5,4.3
Georgia,1998,6,4.3
Georgia,1998,7,4.3
Georgia,1998,8,4.3
Georgia,1998,9,4.2
Georgia,1998,10,4.2
Georgia,1998,11,4.1
Georgia,1998,12,4.1
Georgia,1999,1,4.1
Georgia,1999,2,4
Georgia,1999,3,4
Georgia,1999,4,4
Georgia,1999,5,3.9
Georgia,1999,6,3.9
Georgia,1999,7,3.9
Georgia,1999,8,3.9
Georgia,1999,9,3.9
Georgia,1999,10,3.9
Georgia,1999,11,3.8
Georgia,1999,12,3.7
Georgia,2000,1,3.7
Georgia,2000,2,3.6
Georgia,2000,3,3.6
Georgia,2000,4,3.7
Georgia,2000,5,3.7
Georgia,2000,6,3.7
Georgia,2000,7,3.7
Georgia,2000,8,3.6
Georgia,2000,9,3.5
Georgia,2000,10,3.5
Georgia,2000,11,3.4
Georgia,2000,12,3.5
Georgia,2001,1,3.5
Georgia,2001,2,3.6
Georgia,2001,3,3.7
Georgia,2001,4,3.7
Georgia,2001,5,3.7
Georgia,2001,6,3.8
Georgia,2001,7,3.9
Georgia,2001,8,4.1
Georgia,2001,9,4.3
Georgia,2001,10,4.6
Georgia,2001,11,4.8
Georgia,2001,12,4.9
Georgia,2002,1,5
Georgia,2002,2,5.1
Georgia,2002,3,5.1
Georgia,2002,4,5.1
Georgia,2002,5,5
Georgia,2002,6,5
Georgia,2002,7,4.9
Georgia,2002,8,4.9
Georgia,2002,9,4.9
Georgia,2002,10,5
Georgia,2002,11,5
Georgia,2002,12,5
Georgia,2003,1,5
Georgia,2003,2,5
Georgia,2003,3,5
Georgia,2003,4,5.1
Georgia,2003,5,5.1
Georgia,2003,6,5.1
Georgia,2003,7,5
Georgia,2003,8,4.9
Georgia,2003,9,4.7
Georgia,2003,10,4.5
Georgia,2003,11,4.4
Georgia,2003,12,4.3
Georgia,2004,1,4.3
Georgia,2004,2,4.4
Georgia,2004,3,4.5
Georgia,2004,4,4.6
Georgia,2004,5,4.7
Georgia,2004,6,4.8
Georgia,2004,7,4.8
Georgia,2004,8,4.9
Georgia,2004,9,4.9
Georgia,2004,10,5
Georgia,2004,11,5.1
Georgia,2004,12,5.2
Georgia,2005,1,5.3
Georgia,2005,2,5.4
Georgia,2005,3,5.4
Georgia,2005,4,5.3
Georgia,2005,5,5.3
Georgia,2005,6,5.3
Georgia,2005,7,5.3
Georgia,2005,8,5.4
Georgia,2005,9,5.4
Georgia,2005,10,5.3
Georgia,2005,11,5.2
Georgia,2005,12,5.1
Georgia,2006,1,4.9
Georgia,2006,2,4.8
Georgia,2006,3,4.8
Georgia,2006,4,4.8
Georgia,2006,5,4.8
Georgia,2006,6,4.8
Georgia,2006,7,4.8
Georgia,2006,8,4.7
Georgia,2006,9,4.7
Georgia,2006,10,4.6
Georgia,2006,11,4.5
Georgia,2006,12,4.4
Georgia,2007,1,4.4
Georgia,2007,2,4.3
Georgia,2007,3,4.3
Georgia,2007,4,4.4
Georgia,2007,5,4.5
Georgia,2007,6,4.5
Georgia,2007,7,4.6
Georgia,2007,8,4.7
Georgia,2007,9,4.8
Georgia,2007,10,4.9
Georgia,2007,11,5
Georgia,2007,12,5.1
Georgia,2008,1,5.3
Georgia,2008,2,5.4
Georgia,2008,3,5.6
Georgia,2008,4,5.8
Georgia,2008,5,5.9
Georgia,2008,6,6.1
Georgia,2008,7,6.3
Georgia,2008,8,6.5
Georgia,2008,9,7
Georgia,2008,10,7.5
Georgia,2008,11,7.9
Georgia,2008,12,8.4
Georgia,2009,1,8.9
Georgia,2009,2,9.3
Georgia,2009,3,9.6
Georgia,2009,4,9.9
Georgia,2009,5,10
Georgia,2009,6,10.2
Georgia,2009,7,10.3
Georgia,2009,8,10.4
Georgia,2009,9,10.4
Georgia,2009,10,10.5
Georgia,2009,11,10.5
Georgia,2009,12,10.5
Georgia,2010,1,10.4
Georgia,2010,2,10.5
Georgia,2010,3,10.5
Georgia,2010,4,10.4
Georgia,2010,5,10.3
Georgia,2010,6,10.2
Georgia,2010,7,10.2
Georgia,2010,8,10.3
Georgia,2010,9,10.4
Georgia,2010,10,10.5
Georgia,2010,11,10.5
Georgia,2010,12,10.5
Georgia,2011,1,10.4
Georgia,2011,2,10.3
Georgia,2011,3,10.2
Georgia,2011,4,10.1
Georgia,2011,5,10.1
Georgia,2011,6,10.1
Georgia,2011,7,10.1
Georgia,2011,8,10.1
Georgia,2011,9,10
Georgia,2011,10,9.9
Georgia,2011,11,9.8
Georgia,2011,12,9.6
Georgia,2012,1,9.6
Georgia,2012,2,9.5
Georgia,2012,3,9.4
Georgia,2012,4,9.3
Georgia,2012,5,9.2
Georgia,2012,6,9.1
Georgia,2012,7,9
Georgia,2012,8,8.9
Georgia,2012,9,8.8
Georgia,2012,10,8.7
Georgia,2012,11,8.7
Georgia,2012,12,8.6
Georgia,2013,1,8.6
Georgia,2013,2,8.5
Georgia,2013,3,8.4
Georgia,2013,4,8.3
Georgia,2013,5,8.3
Georgia,2013,6,8.2
Georgia,2013,7,8
Georgia,2013,8,7.9
Georgia,2013,9,7.8
Georgia,2013,10,7.7
Georgia,2013,11,7.5
Georgia,2013,12,7.5
Georgia,2014,1,7.4
Georgia,2014,2,7.3
Georgia,2014,3,7.3
Georgia,2014,4,7.3
Georgia,2014,5,7.2
Georgia,2014,6,7.2
Georgia,2014,7,7.1
Georgia,2014,8,7
Georgia,2014,9,6.8
Georgia,2014,10,6.7
Georgia,2014,11,6.5
Georgia,2014,12,6.4
Georgia,2015,1,6.3
Georgia,2015,2,6.2
Georgia,2015,3,6.2
Georgia,2015,4,6.1
Georgia,2015,5,6
Georgia,2015,6,5.8
Georgia,2015,7,5.7
Georgia,2015,8,5.7
Georgia,2015,9,5.6
Georgia,2015,10,5.6
Georgia,2015,11,5.6
Georgia,2015,12,5.6
Georgia,2016,1,5.6
Georgia,2016,2,5.5
Georgia,2016,3,5.5
